IDE;Text;kategori
1984;Saya memiliki beberapa penarikan kasino dari akun saya. Seperti yang Anda lihat dalam pernyataan terlampir, transaksi XXXX sebesar {$50.00} Saya dikenakan biaya sebesar {$35.00} karena mengatakan bahwa itu adalah biaya untuk transaksi yang diterima. Kemudian item XXXX {$50,00} setelah itu tertulis NSF mengembalikan biaya item sebesar XXXX. Jadi sejak XXXX pertama menyebutkan biaya barang yang diterima, saya simpulkan sudah dibayar dan saya hanya dikenakan biaya. Sekarang item XXXX ini diposting sebagai pembayaran percobaan ulang ketika tidak jelas item tersebut dikembalikan seperti yang dinyatakan XXXX. Wells Fargo juga tidak menunjukkan saldo pada setiap transaksi sehingga Anda tidak dapat mengetahui apakah saldo Anda negatif atau tidak, sehingga memberi Anda kesempatan untuk menyetor uang untuk menutupi saldo tersebut. Anda juga tidak tahu barang dikembalikan sampai keesokan harinya ketika Anda mendapat pemberitahuan. Sekali lagi jika saldo ditampilkan secara online, Anda akan melihat saldonya negatif. Satu-satunya yang mereka lakukan adalah menawarkan jasanya untuk perlindungan cerukan, tentu saja taktik penjualan. Saya yakin semua bank ini mengandalkan biaya yang dapat mereka ambil dari rekening kami dan mereka tidak bekerja dengan klien mereka. Semua orang yang saya kenal di dunia ini sedang berjuang dengan perekonomian ini dan kami, kelas menengah dan bawah, ditipu oleh bank dengan pemotongan biaya dan kurangnya komunikasi. Wells Fargo memiliki situs online terburuk dan layanan pelanggan mereka adalah yang terburuk. Yang mereka lakukan hanyalah mengutip kebijakan dan tidak menjawab pertanyaan spesifik yang Anda ajukan. Saya melakukan setoran langsung setiap dua minggu dan setoran manual pada minggu-minggu di antara setoran langsung sehingga Wells Fargo mengetahui uang akan masuk ke rekening saya. Saya juga menikmati perjudian kasino online sehingga uang juga disetorkan dari sini. Mereka bisa melihat berapa banyak uang yang masuk dan keluar dari rekening saya. Bahkan ketika saya menghubungi mereka melalui situs online mereka untuk memberi tahu bahwa deposit akan dilakukan keesokan harinya, mereka tetap mengatakan mereka tidak dapat membantu dan saya harus menelepon. Semua orang menggunakan email sebagai alat komunikasi akhir-akhir ini dengan jadwal kerja kita yang sibuk, jadi mengapa mereka memaksa Anda untuk menelepon? Maaf, saya tidak memahami masalahnya. Tidak mengetahui barang-barang ini dikembalikan dan akan dicoba ulang telah menyebabkan masalah dengan saldo saya yang tersedia dan akan mempengaruhi semua barang lain yang masuk. Seseorang di negara ini harus mengatasi masalah bank ini karena mereka mematikan rekening kami dengan biaya yang sangat besar. Item yang saya bicarakan adalah item terbaru tetapi menyalin keseluruhan pernyataan.;Normal
1985;Sekitar 3 tahun yang lalu saya membuka rekening di bank Huntington dan memiliki reputasi yang baik hingga saat ini. Pada XXXX/XXXX/2015 Huntington Bank mengizinkan dan tidak sah terjadinya transaksi senilai lebih dari {$1700,00} dengan XXXX XXXX sebuah mobil. Saya sama sekali tidak mengizinkan transaksi ini dalam bentuk atau bentuk apa pun, atau di mana pun di wilayah tersebut yang mendekati jumlah tersebut. Selain itu, saya secara khusus menemui Bankir pribadi saya sekitar satu bulan sebelum transaksi ini dan secara pribadi memilih untuk tidak menerima perlindungan cerukan karena takut hal seperti ini akan terjadi. Begitu saya mengetahui transaksi penipuan tersebut saya langsung menghubungi pihak bank. Setelah sekitar satu minggu saya pergi menemui bankir pribadi saya dan dia menelepon beberapa orang mengenai parodi tersebut. Saya tidak tahu dengan siapa dia berbicara tetapi dia mengingatkan siapa pun itu bahwa saya tidak memiliki perlindungan cerukan, dan membuat referensi untuk transaksi kecil beberapa waktu lalu di XXXX yang ditolak karena dana tidak mencukupi. Dia benar-benar berdebat dan pada satu titik, menunjukkan bagaimana transaksi belanjaan kecil bisa ditolak namun {$1700,00} bisa lolos. Untuk alasan apa pun orang di ujung sana, potong pembicaraannya, dan saya diberi alasan agar mereka mengizinkannya. Aku menjadi sangat linglung, aku bahkan tidak dapat mengingat apa yang sebenarnya dikatakan. Saya secara resmi membantah masalah pengiriman XXXX XXXX beberapa dokumen melalui email yang menunjukkan apa yang telah dilakukan XXXX. Singkat cerita, baik bank maupun XXXX telah melakukan kesalahan perbankan dan saya seharusnya tidak menjadi orang yang membayarnya. Saya telah berjuang sebagian besar hidup saya dari masalah XXXX yang pada gilirannya menyebabkan masalah yang merusak kredit saya. Saya telah melakukannya dengan baik selama beberapa tahun sekarang dan telah membuat kemajuan dalam mencoba memperbaiki kredit saya, saya ingin mencoba dan membeli rumah di sini sebagai pembeli rumah pertama kali tetapi sekarang saya bahkan tidak bisa mendapatkan pinjaman mobil. Ini telah membawa saya ke titik XXXX karena semua kesulitan keuangan yang disebabkan oleh Huntington dan XXXX, saya tidak akan pernah mengizinkan dan jumlah yang tidak dapat saya tanggung dan setiap kali saya menelepon XXXX, saya membuat XXXX yakin akan uangnya ada di sana pada saat itu untuk meliputnya, seperti yang saya lakukan dengan semua bisnis. Saya mengembalikan mobil dalam kondisi yang lebih baik daripada saat saya menyewanya.;Normal
1986;Tadi malam saya melakukan setoran XXXX ke rekening giro Wels Fargo saya secara berturut-turut (XXXX dalam jumlah {$100000.00}, yang lainnya sebesar {$950.00} dan XXXX sebesar $ XXXX berjumlah {$2100.00} ) Saya menerima konfirmasi email dari semua setoran XXXX dan diberi tahu bahwa saldo rekening giro saya pada saat itu adalah {$2100,00}. Saya kemudian mengirimkan pembayaran ke kartu kredit saya sebesar {$2100,00}. Pagi ini saya menerima peringatan email dari Wells Fargo yang mengonfirmasi setoran saya, namun hanya mengonfirmasi XXXX dari setoran XXXX saya - setoran XXXX sebesar {$200,00} tidak dikreditkan. Saya segera menelepon dan diberi tahu oleh agen Wells Fargo bahwa dia dapat melihat {$200,00} tetapi itu terlihat di kartu bank saya '' tetapi tidak di rekening giro saya.. Saya tidak tahu apa maksudnya, saya menyetor semua XXXX menyetor ke rekening giro saya dan memberi tahu dia bahwa saya memiliki emailnya. Dia memindahkan saya ke departemen klaim, yang menyiapkan klaim untuk saya dan memberi saya klaim # XXXX, saya kemudian meminta karena mereka melihat {$200.00} saya, seseorang mengeluarkan kredit sementara sebesar {$200.00} sehingga ketika saya kreditur menyerahkan pembayaran yang saya sahkan agar tidak dikembalikan tanpa dibayar. Jadi mereka memindahkan saya kembali ke layanan pelanggan untuk mendapatkan kredit yang diberikan. Saat di Customer Service saya diberitahu bahwa kredit dikeluarkan oleh bagian klaim, bukan customer service, saya menjadi kesal karena saya baru saja berhubungan dengan bagian klaim yang memindahkan saya ke layanan pelanggan jadi saya minta untuk berbicara dengan supervisor, XXXX datang online dan memberi tahu bahwa klaim yang dibuat untuk saya adalah jenis klaim yang salah '', jadi dia menutup klaim itu dan membuka klaim lain dan memberi saya nomor referensi baru XXXX ... dia kemudian memberi tahu saya bahwa seseorang di klaim telah untuk memberi saya kredit sementara dan membuat saya mengajukan klaim lagi, saya berbicara w. XXXX (yang sangat kasar) dia memasukkan saya ke bank telepon konsumen di XXXX Texas yang juga sangat kasar dan tidak membantu, dia memindahkan saya ke supervisor lain yang saya habiskan 1 setengah jam lagi untuk mencoba menghubungi departemen klaim. Pada titik ini, kreditur saya telah menyetorkan jumlah yang diharapkan sebesar {$2100,00} dan sebagai hasilnya, rekening saya sekarang sudah kelebihan penarikan. Saya sangat marah! Saya merasa sangat terkejut bahwa Wells Fargo menyimpan uang saya dan tidak mengkredit rekening saya dengan tepat dan menyebabkan saya tetap menelepon selama berjam-jam dan sekarang ada kelebihan dana di rekening bank saya. Saya telah melampirkan tanda terima setoran sebesar {$200.00} yang dikeluarkan dari rekening saya beserta saldo yang seharusnya ada di rekening saya sebesar {$2100.00} (yang akan menutupi pembayaran saya kepada kreditur saya sebesar {$2100.00} );Normal
1987;"Bank of America menolak mengembalikan biaya sebesar {$40,00} yang saya bayarkan untuk cek yang ternyata tidak sah sesuai dengan tujuan yang dijanjikan bank. Saya membutuhkan cek bersertifikat yang berlaku selama satu tahun. Saya bertanya kepada Bank of America apakah cek bersertifikatnya berlaku untuk jangka waktu ini dan saya yakin bahwa cek yang diterbitkan oleh Bank of America tersebut berlaku selama tiga tahun meskipun tanggal kedaluwarsa 90 hari tercetak di setiap cek. Saya membayar {$40,00} untuk cek bersertifikat XXXX, atau {$10,00} per cek. Cek tersebut ditolak karena penerima sebelumnya tidak dapat menyetorkan cek bersertifikat Bank of America melebihi tanggal kedaluwarsa 90 hari. Ketika saya kembali ke Bank of America, manajer dapat mengembalikan nilai cek tersebut namun mengatakan kepada saya bahwa, karena alasan teknis, ''dia tidak dapat mengembalikan biaya tambahan sebesar {$40,00}. Tampaknya tak seorang pun dari bank dapat mengetahui cara mengembalikan biaya cek tersebut. Bank of America harus (1) berhenti memberikan informasi yang bertentangan mengenai kapan ceknya habis masa berlakunya; dan (2) memberikan pengembalian dana sebesar {$40,00} yang saya bayarkan dengan mengandalkan saran/produk bank yang salah.";Normal
1988;XXXX XXXX mengirimi saya cek penggantian sebesar {$40,00} pada XXXX XXXX, 2016. Saya memberi tahu mereka untuk mengirimkan cek kepada saya karena rekening Citibank ditutup. Sebaliknya XXXX memberitahu saya bahwa mereka mengembalikannya ke rekening Citibank. Baik Citibank maupun XXXX mengatakan mereka tidak punya uang. XXXX katanya dikirim ke Citibank. Mereka bilang mereka tidak pernah menerimanya. Rekening Citibank saya ditutup oleh Manajer Cabang pada XXXX XXXX, 2016.;Normal
1989;Saya ditolak surat kuasa yang tahan lama atas rekening giro dan tabungan ibu saya yang berusia XXXX tahun karena laporan kredit. Saya diberitahu bahwa saya berisiko karena pinjaman pelajar yang ditandatangani bersama dengan putri saya yang gagal bayar, yang kebetulan terjadi pada Wells Fargo. Saya diberitahu bahwa setelah hal ini diselesaikan dari laporan kredit saya maka saya dapat mengambil surat kuasa yang tahan lama dari rekening Wells Fargo ibu saya. Saya memiliki kredit yang bagus dan tidak tahu bahwa akun ini default. Ini seharusnya tidak menjadi masalah. Ibu saya yang lanjut usia membutuhkan bantuan keuangannya dan banknya telah menolak haknya untuk meminta saya bertindak sebagai kuasa hukum yang tahan lama. Semua dokumen dicatat, disertifikasi dengan stempel seperti yang disyaratkan oleh Wells Fargo. Penolakan ini terjadi di XXXX cabang Carolina Selatan. Setelah banyak penelitian dan panggilan telepon, saya menyimpulkan bahwa ini adalah praktik Wells Fargo secara umum.;Normal
1990;Pada XXXX XXXX 2016, pada hari Sabtu di XXXX, saya berbicara dengan perwakilan layanan pelanggan Charles Schwab. Saya menelepon untuk mengetahui mengapa kartu cek saya tidak dapat diaktifkan melalui telepon. Setelah menjawab semua pertanyaan identitas dari perwakilan ini (alamat, nomor jaminan sosial, dan akhirnya nomor SIM) dia memeriksa akun saya. Yang terjadi adalah kartu dari rekening lama yang saya tutup sudah terkirim dan itulah sebabnya saya tidak bisa mengaktifkannya. Setelah pertanyaan saya dijawab, perwakilan ini menanyakan apakah saya bekerja, perguruan tinggi apa yang pernah saya ikuti, dan pekerjaan apa yang pernah saya kerjakan. Lalu dia bertanya apakah aku akan berlibur! Saya sebenarnya mengira dia akan menanyakan berapa kekayaan bersih saya! Dia kemudian mulai menghina saya dan berkata 'Saya tidak tahu mengapa Anda mengaktifkan kartu cek hanya dengan jumlah uang ini di rekening Anda'. Teman saya berurusan dengan wanita yang sama atau wanita seperti dia 2 tahun yang lalu. Dia menghubungi Charles Schwab dengan pertanyaan tentang akunnya. Dia bertanya kepadanya mengapa dia menarik uang dari rekeningnya dan KEMUDIAN bertanya kepadanya apa yang dia lakukan dengan uang itu!! Dan 2 tahun yang lalu, setelah perlakuannya, saya memutuskan untuk TIDAK menggunakan Schwab sebagai bank utama saya dan menutup SEMUA rekening saya kecuali rekening giro dan perantara XXXX. Hari ini XXXX/XXXX/2016 saya menutup sisa akun terakhir. Saya mengeluh kepada layanan pelanggan Charles Schwab melalui email online mereka. Saya menerima tanggapan yang pada dasarnya menyatakan bahwa seseorang akan menelepon saya. Pada XXXX/XXXX/2016 seorang laki-laki, yang tidak menyebutkan namanya, menelepon saya dan menyatakan bahwa dia telah mendengarkan rekaman kejadian tersebut dan mengatakan bahwa ini adalah verifikasi lebih lanjut atas identitas saya, dan itu adalah sebuah kebohongan. DIA TIDAK MENDENGARKAN TAPE tersebut karena dia akan mengetahui bahwa identitas saya telah diverifikasi dan perwakilan wanita tersebut segera mengambil informasi akun saya. Orang ini meninggikan suaranya kepada saya dan membenarkan apa yang ditanyakan oleh perwakilan layanan pelanggan wanita ini. Aku harus membentaknya agar diam karena aku tidak bisa mengucapkan sepatah kata pun dan akhirnya menutup telepon dan dia masih menyalak dengan suara meninggi. Identitas saya sudah diverifikasi dan dia hanya usil. Charles Schwab tidak pernah tahu di mana saya bekerja atau perguruan tinggi mana yang saya ikuti sehingga informasi ini tidak digunakan untuk memverifikasi apa pun. Perwakilan layanan pelanggan yang usil dapat dengan mudah tergoda untuk melakukan penipuan atau pencurian terhadap pemegang rekening. Mereka secara menipu memperoleh informasi, penggalian data, dengan berkedok verifikasi identitas.;Normal
1991;Uang saya telah ditipu dan bank saya tidak melakukan apa pun untuk membantu saya. Saya memang mengizinkan orang asing ini mengakses mobile banking saya, tapi dia entah bagaimana bisa masuk ke rekening bank saya secara online. Saya memberi tahu bank saya tentang hal ini dan sepertinya mereka tidak menemukan kesalahan sebanyak tiga kali.;Normal
1992;Ketika istri saya membuka rekening perorangan baru di Chase Bank untuk menerima pembayaran Jaminan Sosial, karyawan Chase diperintahkan untuk tidak mencantumkan nama dan nomor jaminan sosial saya. Pasangan saya memiliki XXXX akun lain di mana saya memiliki otoritas tanda tangan, oleh karena itu nomor Jaminan Sosial saya tercatat. Proses menghapus nama saya nomor Jaminan Sosial dari aplikasi baru memicu peringatan atau kekhawatiran Chase Bank. Hal ini mengakibatkan saya mengklasifikasikan saya sebagai risiko reputasi ' terhadap Bank dan rekening XXXX Chase Bank ditutup dan kartu kredit XXXX dibatalkan di mana nama dan nomor Jaminan Sosial saya dilampirkan. Manajer cabang lokal di Chase meninjau proses akun baru dengan karyawan tersebut dan mengindikasikan bahwa proses akun baru menyebabkan masalah. Manajemen Chase menolak mengakui penyebabnya, membalikkan tuduhan buruk mereka terhadap saya, atau memberi tahu saya apa yang menjadikan saya 'risiko reputasi', atau membuka kembali akun tersebut. Surat pengaduan telah dikirim ke cabang Chase Bank di XXXX XXXX tetapi saya diberitahu bahwa tidak ada yang dapat diungkapkan kepada saya tentang keputusan tersebut tetapi lembaga keuangan lain akan diberitahu bahwa saya adalah 'risiko reputasi'. Ini merugikan saya dan klaim Chase tidak dapat ditentang.;Normal
1993;Saya terus menerima pemberitahuan tahunan untuk rekening bank yang ditutup dengan biaya sewa brankas. Cabang Bank of America yang berlokasi di XXXX XXXX XXXX, FL menutup giro, tabungan, ATM, kartu kredit, dan kotak deposit saya lebih dari 3 tahun yang lalu. Transaksi ini dilakukan, secara langsung, dengan petugas bank .... Saya mengembalikan semua kartu bank, kunci dan catatan dan menerima cek kasir bank untuk semua uang yang harus dibayar pada penutupan ini.. Saya juga menerima panggilan robo dari XXXX dengan a pesan yang direkam dengan nomor referensi. Tindakan-tindakan ini paling-paling merupakan pelecehan dan tentunya merupakan aktivitas penipuan. Semua upaya untuk menghubungi B dari A dan berbicara dengan perwakilannya telah gagal.;Normal
1994;ORANG KORUPSI INI MENCURI {$720.00} DARI REKENING USAHA KECIL SAYA PADA XXXX XXXX TAHUN 2016 DENGAN MENUMPANGKAN CEK XXXX YANG DIBUAT KE XXXX SEBESAR {$160.00} YANG DIBERSIHKAN DENGAN BENAR PADA XXXX XXXX, TANGGAL YANG SAMA DENGAN PENCURINYA! SESEORANG DAPAT MELIHAT DENGAN JELAS KETIKA SAYA LINE ONLINE DAN MELIHAT CEK BAHWA CEK YANG LEBIH BESAR DARI XXXX XXXX XXXX ADA DI BAWAH CEK SAYA TETAPI BUKAN JUMLAH YANG DIBLOKIR OLEH CEK SAYA, CEK SAYA DI PINDAHKAN DAN DIBUAT LEBIH KECIL SEHINGGA JUMLAH {$720.00} AKTIF CEK XXXX DIGUNAKAN UNTUK DEBIT DANA DARI REKENING CHECKING SAYA KETIKA MEREKA SEHARUSNYA MENYADARI BAHWA INI ADALAH CEK YANG BERBEDA DARI BANK YANG BERBEDA DAN TIDAK ADA BISNIS YANG MENGAMBIL UANG ITU DARI REKENING SAYA! SEKARANG MEREKA BILANG HARUS MENELITINYA DAN PERLU 3 HARI KERJA UNTUK MENGEMBALIKAN UANG INI! MENGAPA! TIDAK PERLU 3 HARI KERJA UNTUK MENCURINYA DAN JELASNYA KESALAHAN INI ADALAH PENCURI! MEREKA HARUS DITANGKAP DAN SAYA SERIUS BERPIKIR UNTUK MENGAJUKAN AFFADAVS BERSAMA PENGADUAN INI!;Normal
1995;Keponakan saya, XXXX XXXX XXXX XXXX, meninggal dunia pada tanggal XXXX XXXX, XXXX. Keponakan saya memiliki setidaknya rekening XXXX di Citibank. Saya ditunjuk sebagai perwakilan pribadi dari harta milik keponakan saya dan memberi tahu Citibank tentang penunjukan tersebut melalui surat tertanggal XXXX XXXX, XXXX. Saya memberikan kepada Citibank salinan Perintah Pengadilan dan Surat Administrasi dan meminta agar bank tersebut melikuidasi rekening keponakan saya. Citibank menanggapi permintaan saya melalui surat dan mengakui bahwa mereka memiliki rekening atas nama keponakan saya. Surat dari Citibank memerintahkan saya untuk memberikan kepada bank (i) akta kematian keponakan saya, (ii) surat administrasi, dan (iii) surat instruksi yang diaktakan dari pengurus harta warisan. Sesuai instruksi Citibank, saya harus meneruskan dokumen tersebut melalui surat atau faks. Ketika keponakan saya meninggal XXXX, diperlukan waktu beberapa bulan untuk mendapatkan salinan akta kematian. Namun, setelah saya menerima sertifikat dari XXXX (yang sertifikatnya menyertakan Terjemahan Bahasa XXXX) saya meneruskan dokumen (i -iii) ke Citibank melalui faks seperti yang diinstruksikan. Dokumen dikirim pada XXXX XXXX, XXXX. Sekarang XXXX XXXX, dan saya belum menerima tanggapan dari Citibank atas permintaan sah saya untuk melikuidasi aset keponakan saya. Saya rasa Citibank tidak bertindak dengan benar atau sesuai hukum. Saya adalah perwakilan yang ditunjuk pengadilan untuk harta milik keponakan saya. Saya memberikan bukti yang sama kepada Citibank sesuai dengan instruksi Citibank. Penunjukan saya merupakan masalah catatan publik yang dapat diverifikasi secara online secara independen dengan mengunjungi Pengadilan Pengesahan XXXX XXXX, FL. Keponakan saya memiliki setidaknya rekening XXXX di Citibank yang merupakan milik harta Keponakan saya, dan saya adalah administrator yang ditunjuk oleh pengadilan.;Normal
1996;Saya membuka rekening di bank M T online pada XXXX/XXXX/15 dan langsung mendanainya dengan transfer otomatis sebesar {$500,00}. Kurang lebih seminggu kemudian saya mendapat surat yang meminta saya mengirimkan salinan tagihan DL, Sosial, dan utilitas saya untuk verifikasi alamat yang saya lakukan pada XXXX/XXXX/15. Maju ke hari ini, XXXX/XXXX/15 dan saya belum mendapat kabar apa pun, jadi saya menelepon bank M T untuk mengetahui statusnya dan saya diberi tahu bahwa mereka masih belum meninjaunya dan {$500,00} saya ditangguhkan. Saya meminta agar akun saya ditutup dan {$500,00} saya dikembalikan, namun saya diberitahu bahwa hal itu tidak dapat terjadi sampai mereka meninjau informasi saya yang dikirim melalui faks dan melepaskan penangguhan pada akun saya. Saya bertanya berapa lama waktu yang dibutuhkan dan saya diberi tahu bahwa hal tersebut akan memakan waktu selama yang mereka inginkan, yang akan membuat saya menjadi sandera sebesar {$500,00} sampai mereka berhasil menemukan jawabannya.;Normal
1997;Manajer cabang di Bank of America di XXXX XXXX sangat membutuhkan XXXX yang diikuti dengan pelatihan ulang mengenai kewajibannya sebagai manajer, perwakilan fidusia, dan penyedia layanan pelanggan. XXXX manajer cabang tidak hanya tidak memiliki keterampilan mediasi dasar yang diperlukan untuk posisi tersebut tetapi juga pengetahuan untuk melaksanakan tugasnya secara memadai. Dia kasar, tidak sopan dan tampaknya tidak berpendidikan dalam tugas dasar fidusia. Transaksi yang tampaknya sederhana berubah menjadi kerumitan 5 hari dengan XXXX kunjungan pulang pergi ke cabang sebenarnya dan 3+ jam tambahan dalam transaksi telepon. Dalam semua ini boleh saya tambahkan dia tidak pernah repot-repot membalas satu panggilan telepon pun atau menanggapi jerat XXXX yang saya tinggalkan untuknya. Pada akhirnya, tindakan saya dengan itikad baik tidak ada konsekuensinya, hanya menyebabkan frustrasi, biaya keuangan, penangguhan dana XXXX DAN dia mendapat akun baru dari saya! Upaya untuk memvalidasi pengalaman saya yang kurang memuaskan dengan Bank of America di XXXX XXXX, XXXX XXXX, CA. meninggalkanku hanya LEBIH tidak puas. Orang-orang ini jelas tidak terlalu peduli terhadap orang-orang yang mereka klaim ingin mereka layani.;Normal
1998;"Saya memiliki kontrak dengan seorang pria yang memiliki rekening di PNC Bank, saya telah mencairkan cek saya di sini selama lebih dari setahun dengan SIM dan kartu bank prabayar saya. Mereka tidak lagi mencairkan cek saya yang ada di punggung mereka kecuali saya memiliki kartu kredit utama? Atau mereka bilang saya bisa menggunakan pekerjaan. Saya bekerja sendiri tidak punya, atau paspor, biayanya {$100,00} dolar Saya tidak punya uang sebanyak itu dan terakhir mereka bilang registrasi mobil Saya tidak punya mobil. ini adalah penindasan terhadap orang miskin, jika saya bisa; tidak memenuhi syarat untuk mendapatkan kartu kredit utama, bagaimana saya bisa membayar tagihan saya? Hal ini tidak diperbolehkan karena tidak semua orang dapat memenuhi syarat, jika SIM dan kartu debit saya boleh mengemudi dan menggunakan kartu debit saya di mana pun kartu kredit utama diterima Saya tidak melihat bahwa ini bukan bentuk tanda pengenal yang dapat diterima untuk PNC";Normal
1999;Wells Fargo berbohong dan terus menegaskan bahwa saya tidak terdaftar di XXXX. Saya meninjau kembali laporan saya. Saya telah memberikan bukti seperti itu dan pencurian identitas, namun mereka tetap tidak melakukan apa pun. Mereka tidak menghargai hubungan XXXX tahun saya atau 40rb yang saya setorkan sejak XXXX. Saya akan berpindah bank secepatnya jika ini tidak diperbaiki. Hubungi XXXX Anda pemiliknya, mereka tidak akan melakukan apa pun saat saya menghubungi mereka dengan mengatakan Anda menyuruh mereka menyimpannya di file. Umpan dan ganti, berbohong kepada pemerintah dan saya juga. Sumur Biasa Fargo XXXX.;Normal
2000;Saya adalah Penerima Pembayaran Setelah Kematian di rekening bibi saya. Saya menelepon Capital One Bank untuk mengetahui prosedur pencairan dana. Saya disuruh pergi ke cabang untuk mengambil dana. Saya jelaskan bahwa saya tinggal di XXXX dan diberitahu bahwa saya harus mengirimkan akta kematian aslinya dan Surat Instruksi ke cabang tempat pembukaan rekening, yang saya diberitahu adalah cabang yang terletak di XXXX XXXX XXXX, XXXX XXXX XXXX XXXX Saya mengirimkan dokumen yang diminta melalui Surat Prioritas pada XXXX/XXXX/XX/XX/2015 ke lokasi tersebut. Karena saya diberitahu bahwa dana harus dicairkan sekitar seminggu setelah bank menerima dokumen, saya menelepon cabang XXXX XXXX di XXXX/XXXX/XX/XX/2015 untuk memverifikasi apakah dokumen sudah diterima, dan kapan dana akan dicairkan. dicairkan. Saya diberitahu bahwa cabang XXXX XXXX bukanlah cabang originasi, dan cabang originasi terletak di XXXX XXXX XXXX, XXXX, XXXX dan bahwa cabang XXXX XXXX telah meneruskan dokumen tersebut ke cabang XXXX. Saya bertanya kapan dan diberitahu bahwa mereka hanya mengirim dokumen, dan tidak mencatat kapan dokumen dikirim. Saya kemudian menelepon cabang XXXX untuk mengetahui apakah mereka telah menerima dokumen tersebut dan diberitahu bahwa mereka belum menerima paket tersebut. Tampaknya dokumen asli saya tidak ditemukan, dan tidak ada seorang pun yang memiliki catatan penerimaan dokumen saya. Saya membutuhkan waktu sekitar XXXX minggu hanya untuk mendapatkan prosedurnya, dan sekarang perlu waktu ekstra untuk mencoba mencari tahu apa yang terjadi. Yang saya minta, dana yang saya miliki dicairkan kepada saya. Terima kasih atas bantuan Anda.;Normal
2001;Pada tanggal XX/XX/2015 suami dikirim untuk kas cek pajak penghasilan. Saya tidak hadir, jadi saya menandatangani dan memberikan Surat Izin Mengemudi kepada suami saya. Cek tidak bisa diuangkan karena saya tidak hadir, tapi bisa disetorkan ke rekening dan uang tersedia keesokan harinya. Saya merasa bank tidak memberikan pemahaman yang baik kepada suami saya tentang apa yang akan terjadi dengan cek pajak penghasilan kami, dan membuatnya merasa cek tersebut perlu disetorkan untuk mendapatkan uang. Saya juga pergi ke bank sepulang kerja dan mencari tahu apa yang terjadi dengan uang untuk membayar tagihan kami saat itu. Bank mengatakan kepada saya bahwa mereka tidak dapat berbuat apa-apa, XXXX mengambil ceknya pada siang hari, dan mereka tidak memiliki cek di depannya. Kebijakan bank adalah mengambil uang Anda, namun memiliki batasan dalam cara mereka mencairkan uang Anda. Saya tidak harus hadir untuk menyetorkan uang, tetapi hadir pada saat mereka mencairkan cek pajak, dan tidak ada dokumentasi, atau scan cek di komputer bukti penyetoran cek.Saya merasa telah dibohongi dan merepotkan.;Normal
2002;Saya mencoba membayar tagihan dengan aplikasi mobile banking bank kami. Setelah menyelesaikan pembayaran, ia selalu menanyakan pertanyaan keamanan. Hari ini ia menanyakan pertanyaan yang tidak termasuk dalam kumpulan XXXX yang telah saya tetapkan untuk diri saya sendiri yang mengakibatkan akun saya terkunci. Ini adalah lubang keamanan yang sangat besar jika pertanyaan dapat diubah secara tidak sengaja, seorang peretas dapat dengan mudah melakukannya untuk mendapatkan akses ke akun. Saya telah berbicara dengan banyak orang yang menggunakan usbank dan ini terjadi pada mereka semua. Mereka menolak untuk mengakui masalahnya jadi saya tidak tahu apa yang harus saya lakukan selain mendapatkan bank baru seperti saya.;Normal
