IDE;Text;Fraud;Spam;Normal
529;Saya mendapat pemberitahuan tentang beberapa aktivitas tidak biasa di rekening yang saya buat untuk adik laki-laki saya untuk membayar pengeluarannya selama kuliah, pada dasarnya mentransfer semua uang secara elektronik ke rekening lain melalui program yang disebut XXXX. Setelah dipastikan bukan diinisiasi oleh kakak saya (bukan), saya telepon dan langsung minta ditahan. Untuk ini, saya dikenakan biaya sebesar {$30,00} yang mengakibatkan rekening saya mengalami cerukan, namun saya tidak khawatir, karena saya yakin uang tersebut akan dikembalikan dalam waktu singkat. Maju cepat ke 4 hari, transaksi selesai, saya tidak percaya, karena itu saya dikenakan biaya cerukan tambahan. Selain itu, sejumlah transaksi untuk akun yang sangat minim sedang diproses SEBELUM transaksi ini diposting dan saya dikenakan biaya cerukan untuk semuanya. Terakhir, bank memutuskan untuk menolak transaksi dari PayPal masing-masing sebesar {$9,00} dan {$5,00}. Saya dikenakan biaya NSF sebesar {$35,00} untuk setiap transaksi. Seolah-olah ini belum cukup menghina, XXXX dan bank kemudian melanjutkan untuk mengisi ulang, dan mengembalikan transaksi tersebut sebanyak XXXX kali, dengan membebankan biaya sebesar {$35,00} untuk setiap kejadian. Yang seharusnya berjumlah {$200.00} yang tersisa di rekening, diambil karena aktivitas yang tidak biasa sehingga saya segera memberi tahu bank untuk tidak memprosesnya, malah mengakibatkan efek kaskade di mana tidak hanya {$200.00} yang hilang, rekening tersebut saat ini masih ada dengan saldo negatif sebesar {$610,00}, yang mana {$490,00} semata-mata disebabkan oleh XXXX dan bank berusaha menagih {$9,00} dan {$5,00} yang sama beberapa kali sehari selama beberapa hari, lalu mengembalikan pembayaran dan menagih saya , meskipun tidak ada izin yang diberikan untuk melakukan hal tersebut. Benar-benar mengerikan dan semua ini seharusnya tidak terjadi;1;0;0
530;"Pada XXXX/XXXX/16 saya menerima email peringatan yang memberitahukan bahwa rekening giro saya telah ditarik berlebihan. Email tersebut membingungkan karena saya tahu bahwa saya belum membeli barang dengan tiket besar. Saya segera pergi ke cabang bank tempat saya membuka rekening untuk melihat apa yang terjadi. Inilah yang dijelaskan kepada saya: Rekening giro saya telah dikenakan serangkaian 'biaya mini' yang dikumpulkan melalui transaksi kartu debit. Saya bertanya mengapa bank membiarkan transaksi tetap berjalan padahal tidak ada uang di rekening? Ada penjelasan biasa-biasa saja yang akhirnya menyebabkan saya meminta cetakan akun saya. Hasil cetakannya mengungkapkan bahwa SunTrust telah membebankan biaya ke akun saya sebesar XXXX untuk setiap transaksi. Pada hari-hari tertentu, akun saya ditagih hingga XXXX dari biaya XXXX ini pada hari yang sama. Saya telah bergabung dengan SunTrust kurang dari enam bulan, dan mereka terus, atau karyawan yang membuka akun, terus membuat kesalahan mencolok terkait dengan akun saya. Bagaimana? Pertama, akun tidak dikonfigurasi dengan benar. Kedua, perwakilan yang membuka rekening tidak menjelaskan semua pilihan saya kepada saya. Pengalaman ini membuat saya percaya bahwa ada manajemen yang buruk di lokasi cabang ini ( XXXX XXXX ) dan bahwa manajernya, XXXX XXXX melakukan pekerjaan yang buruk dalam mengelola dan melatih karyawannya dengan benar. Pada XXXX/XXXX/16 saya meninggalkan pesan di cabang meminta XXXX XXXX menelepon saya. Pada XXXX/XXXX/16 ketika saya melihat XXXX XXXX untuk memeriksa status akun saya, dia bahkan tidak memeriksanya dan menjelaskan kepada saya bahwa dia sedang sibuk. Pada XXXX/XXXX/16, XXXX XXXX menjelaskan kepada saya bahwa lagi-lagi dia sibuk. Baru pada hari itu dia mulai menangani akun saya. Sampai hari ini, dia tidak bertanggung jawab atas kesalahan pengelolaan akun saya dan malah berusaha menutupi karyawannya, XXXX XXXX, yang membuka akun saya. Saya yakin XXXX XXXX dan XXXX XXXX lebih tertarik untuk memenuhi kuota akunnya daripada peduli dan perhatian kepada konsumen. Ketika saya pertama kali membuka rekening XXXX XXXX membuat kesalahan serius dengan menempatkan semua uang saya ke dalam rekening tabungan saya dan bukannya ke rekening giro saya, seperti yang saya minta. Hal ini mengakibatkan kesalahan besar yang menyebabkan saya harus diluruskan ketika saya hendak membayar tagihan saya; Pembayaran tertentu tidak berhasil karena kesalahan XXXX XXXX. Dalam hal ini, saya tidak percaya XXXX XXXX dinasihati oleh manajernya. Ada yang salah dalam pelatihan jika XXXX XXXX dibiarkan terus melakukan kesalahan ini dan manajernya puas dengan memberikan alasan kepada karyawannya daripada melatih kembali karyawannya dan memastikan konsumen baik-baik saja. XXXX XXXX mengirimi saya email yang menyatakan bahwa dia mencoba menelepon saya di XXXX, namun saya tidak yakin itu benar, karena saya tidak menerima panggilan telepon. Saya, sekali lagi, harus menjadi orang yang menindaklanjuti dia mengenai akun saya. Total biaya sekitar XXXX dibebankan ke rekening giro saya; biaya yang selangit dan menggelikan melihat sifat biayanya. SunTrust mengizinkan transaksi kartu dilakukan baik ada uang di rekening atau tidak. Saya merasa bahwa ini adalah praktik predator gajian instan yang dilakukan oleh bank karena mereka sadar bahwa gaji saya langsung disetorkan setiap dua minggu seperti jam kerja. Saya percaya bahwa saya dipandang sebagai sasaran empuk dan uang dapat dihasilkan dari akun saya karena setoran langsung saya. Saya tegaskan kembali bahwa opsi ini tidak dijelaskan kepada saya secara menyeluruh ketika saya membuka akun. Akun saya tidak diatur dengan benar. Karena alasan inilah saya meminta pengembalian dana penuh atas semua biaya saya. SunTrust telah melanggar kepercayaan saya dan mengeksploitasi konsumen. Akun saya ditagih untuk transaksi kartu debit XXXX, XXXX, XXXX, XXXX, XXXX, XXXX, XXXX, XXXX, XXXX, XXXX, dll. SunTrust memanfaatkan konsumen.";1;0;0
531;Biro Perlindungan Keuangan Konsumen yang terhormat : Saya di sini untuk mengajukan tuntutan penipuan, dan klaim layanan pelanggan yang buruk dari XXXX '' dan Bank of America ( BOA ). Pada XX/XX/XXXX, saya mendapat tagihan penipuan di rekening bank saya dari XXXX di XXXX XXXX, IL. Saya menelepon Bank of America hari itu, melaporkan masalah tersebut, dan memberi tahu mereka bahwa kartu debit saya telah disusupi. Pada akhirnya, klaim diajukan, dan ternyata tagihan tersebut palsu, dan saya akan menerima kredit kembali ke rekening saya. Saya resmi menerima kredit pada XX/XX/XXXX. Pada XX/XX/XXXX, saya menerima pemberitahuan melalui pos dari XXXX XXXX '', yang mengatakan bahwa mereka tidak setuju dengan transaksi tersebut, dan menagih saya dengan jumlah biaya penipuan yang sama. Pada XX/XX/XXXX. biayanya akan ditransfer ke agen penagihan. Pada tanggal XX/XX/XXXX, saya menelepon XXXX untuk menjelaskan masalahnya, dan mereka tidak mendengarkan. Jadi, saya pergi ke Bank of America untuk menyelesaikan masalah ini lagi. Perwakilan pertama sepenuhnya memahami masalah saya, dan merekomendasikan agar kami melakukan panggilan tiga arah dengan XXXX XXXX '' untuk membereskan semuanya. Sekali lagi, meskipun perwakilan layanan pelanggan Bank of America menjelaskan bahwa XXXX salah, XXXX tetap menolak untuk membatalkan tagihan. Menurut XXXX, mereka mengatakan bahwa pengiriman bahan makanan telah dikonfirmasi pada tanggal tagihan, dan saya berhutang kepada mereka. Perwakilan Bank of America tidak senang, dan memutuskan untuk memindahkan saya dan perwakilan XXXX ke departemen klaim BOA. Setelah saya menjelaskan bagian saya, dan perwakilan dari XXXX menjelaskan sisi mereka, departemen klaim dari BOA, bahkan dengan bukti nyata bahwa XXXX salah, SETUJU dengan XXXX, dan mengatakan bahwa saya berhutang uang kepada XXXX. Sampai saat ini, XX/XX/XXXX, XXXX telah mengirimi saya bukti penipuan melalui email, yang mencantumkan biaya dan tagihan belanjaan. Namun, berdasarkan kebijakan yang ditetapkan XXXX, perlu adanya bukti, pada saat penyerahan dilakukan, bahwa tanda tangan dari konsumen diberikan untuk mengkonfirmasi penyerahan tersebut. Dalam dokumen yang mereka kirimkan kepada saya, tanda tangan saya TIDAK ada pada bukti. Tentu saja, ini salah dan merupakan penyalahgunaan finansial. Tolong beri tahu saya sesegera mungkin jika ada yang bisa membantu saya. Ini adalah situasi yang sangat tidak biasa, dan seperti kebanyakan konsumen, saya tidak sanggup jika keuangan saya terganggu. Tolong bantu.;1;0;0
532;Kartu Bluebird saya yang saya gunakan untuk pembayaran tagihan telah disusupi dan pada akhirnya bluebird menutup akun saya dan menolak klaim saya. Saya membuka XXXX dan memasukkan uang XXXX ke kartu saya, saya segera menyadari XXXX yang saya lupa simpan untuk bensin. Saya kembali mengantre dan kasir mengarahkan saya ke atm tempat saya kemudian menarik uang XXXX. Saat berada di pompa bensin dalam upaya untuk membeli botol air, saya menyadari kartu saya hilang jadi saya kembali ke XXXX untuk mencari kartu saya dan diberitahu bahwa ATM pasti sudah memakannya. Saya kemudian pulang ke rumah dan menelpon bluebird saat sedang menelepon perwakilan bluebired saya menjelaskan bahwa saya kehilangan kartu saya dan saya memerlukan pengganti yang dikirimkan perwakilan tersebut melanjutkan permintaan saya dan di tengah percakapan memberi tahu saya bahwa kartu saya memiliki a sisa XXXX dolar. Saya mengatakan kepadanya bahwa itu pasti salah, dia kemudian memberi tahu saya bahwa transaksi baru saja terjadi ketika kami sedang berbicara di telepon dan itu adalah penarikan XXXX, dia bertanya sebelum mengirim saya ke departemen penipuan apakah ada yang memiliki akses ke pin saya, saya memberitahunya bahwa karena bluebird adalah satu-satunya kartu yang kumiliki yang tidak mengizinkanku menggunakan XXXX terakhir dari media sosialku untuk pinku, aku telah menuliskannya di bagian belakang kartuku. Perwakilan tersebut kemudian mendorong saya untuk mengajukan klaim atas transaksi tersebut ketika saya menangis mencoba mencari tahu apa yang harus dilakukan. Saya mengajukan klaim kepada perwakilan dan mengirimkan pernyataan penipuan untuk diselesaikan. saya menyelesaikannya mengirimkannya kembali menunggu XXXX minggu menelepon dan memeriksa status klaim pada XXXX/XXXX/2016 perwakilan bernama XXXX memberi tahu saya bahwa uang tersebut akan masuk ke rekening saya pada XXXX/XXXX/2016. Ketika saya bangun pagi ini saya mendapat email XXXX dari bluebird XXXX yang menyatakan bahwa perselisihan ditolak yang lain menyatakan bahwa akun saya ditutup dengan dana di dalamnya. Ketika saya menelepon untuk mencoba dan menemukan resolusi saya diberi sikap dingin dan diberitahu bahwa ada keputusan yang tertulis di batu dan akhirnya saya mencoba dan mencoba menjelaskan tanpa hasil. Ketika saya bertanya mengapa mereka tidak bisa memberi saya alasan mengapa mereka memutuskan untuk menolak saya dan kemudian menutup akun saya. Ketika saya menanyakan nomor rekening, mereka mengatakan kepada saya bahwa mereka tidak dapat memberikannya. Saya mengambil pinjaman gaji untuk membayar tagihan saya karena saya diberitahu bahwa saya akan dikreditkan hari ini tetapi saya malah terbangun dalam mimpi buruk.;1;0;0
533;Penolakan Diskriminasi Karyawan terhadap penutupan rekening bank. Setiap akun yang dibuka Wells Fargo ditutup-tutupi untuk menguntit tuduhan Penipuan terhadap akun korban.;1;0;0
534;Saya Menghubungi bank pada XXXX XXXX, 2016 setelah menerima peringatan di ponsel saya bahwa saldo rekening saya hampir habis. Saya memeriksa rekening saya dan menemukan bahwa seseorang telah menarik uang dari rekening saya pada hari sebelumnya dari mesin atm XXXX di XXXX XXXX Maryland. Saya memang merasa khawatir karena saya pernah menjadi korban pencurian identitas sebelumnya dan saya kesal karena hal ini terjadi lagi pada saya. Saya mengajukan laporan polisi dengan harapan rekaman atm diambil untuk mengetahui bagaimana dan siapa yang melakukan hal ini, sementara kartu saya masih ada di tangan saya. Saya telah menerima kartu baru melalui pos, namun dana saya tidak dikembalikan kepada saya. Saya menelepon bank untuk menindaklanjuti klaim saya dan saya diberitahu bahwa kasus tersebut ditutup karena sejak kejadian tersebut terjadi di wilayah geografis saya tidak ada penipuan yang terjadi. Saya sekarang tidak percaya!!! Orang yang saya ajak bicara juga melanjutkan dengan memberi tahu saya bahwa saya harus memberikan kartu dan informasi tersebut kepada teman atau anggota keluarga karena tidak ada kartu palsu yang digunakan. Pada titik ini saya XXXX merasa dikhianati oleh orang-orang yang saya percayai untuk melindungi uang saya. Saya diberitahu bahwa tidak ada lagi yang bisa dilakukan bank untuk saya. Saya bertanya apakah mereka memperoleh rekaman kamera tersebut, dia menyatakan kepada saya bahwa dia tidak akan memiliki informasi tersebut dan bahkan jika mereka memilikinya, saya '' harus mengidentifikasi orang tersebut agar bank dapat melakukan apa pun. APA????? Saya telah menelepon XXXX XXXX, departemen kepolisian di daerah saya, departemen kepolisian di daerah tempat penipuan terjadi dan TIDAK ADA yang dapat mengarahkan saya ke arah yang benar. XXXX XXXX menyatakan bahwa bank Amerika harus melindungi uang saya dan mereka dapat meminta rekaman kamera langsung dari mereka, departemen kepolisian di wilayah saya menyatakan bahwa ini harus ditangani oleh departemen kepolisian di wilayah penipuan, departemen kepolisian tersebut menyatakan bahwa distrik saya harus mengirimkan informasi kepada mereka. Distrik saya sekarang menyatakan bahwa mereka tidak memiliki cara untuk mengirimkan informasi. Sementara itu, ada seseorang di sini yang telah mencuri uang saya dan pada dasarnya berhasil lolos. Akun itu dibuat sebagai tunjangan anak untuk putri saya yang berusia XXXX tahun melalui negara bagian Maryland, saya seorang wanita pekerja keras yang menafkahi keluarga saya tetapi meminta seseorang mengambil uang dari saya dan saya tidak memiliki dukungan sangat mengecewakan sebagai konsumen. . Saya perlu tahu siapa yang bisa membantu saya melawan klaim ini, saya tidak bisa membiarkannya begitu saja dan saya sama sekali tidak melakukan kesalahan apa pun. Saya telah meminta agar rekaman kamera ditarik dan saya bahkan tidak bisa menyelesaikannya. Seseorang telah mencuri dari saya dan sayalah yang diperlakukan sebagai penjahat. Saya akan melakukan apa pun yang harus saya lakukan untuk membuktikan bahwa saya telah menjadi korban. Petugas polisi mengatakan kepada saya bahwa hal ini sering terjadi dan pihak bank membuat saya merasa mereka belum pernah mendengar hal seperti itu. Saya tidak akan pernah mengizinkan seseorang menggunakan kartu atm saya atau memiliki akses ke nomor identifikasi pribadi saya, itulah sebabnya saya memiliki begitu banyak peringatan dan kata sandi di akun saya untuk mencoba mencegah hal ini terjadi. Saya mempunyai nomor laporan polisi, tanggal terjadinya transaksi dan jumlah yang diambil dari saya. Bank juga memberi tahu saya karena nomor PIN dimasukkan pertama kali dengan benar, saya pasti memberikannya kepada seseorang!!! Saya tidak pernah merasa begitu tidak dihargai dalam hidup saya. Saya akan menutup rekening saya setelah masalah ini terselesaikan karena saya dapat menyimpan uang saya dengan lebih aman di rumah.;1;0;0
535;Bank XXXX di Michigan menolak untuk mencairkan cek yang ditarik dari banknya kepada non pelanggan kecuali pelanggan tersebut membuka rekening bernama XXXX. Saya memiliki surat izin mengemudi yang dikeluarkan negara bagian dan XXXX bentuk tanda pengenal pemerintah lainnya yang dapat diterima. Saya tidak melakukan transaksi perbankan dengan mereka atau berencana melakukan hal tersebut, namun mereka harus diwajibkan untuk menghormati cek yang ditulis dari pelanggan mereka kepada orang lain. Saya diberitahu bahwa itu adalah peraturan federal yang mengharuskan saya membuka akun XXXX ini. Ketika saya bertanya peraturan federal apa yang menyatakan bahwa saya berada di perbankan dan mengetahui setiap peraturan seperti XXXX '' Saya diberitahu dengan baik bahwa kami tidak tahu tetapi ini adalah peraturan federal dan Anda HARUS membuka rekening ini.;1;0;0
536;Saya menerima surat dari Bank of America pada XXXX/XXXX/2016 bahwa rekening saya ditutup karena peninjauan cermat terhadap hubungan perbankan Anda ''. Surat itu memiliki nomor yang tidak tercantum di situs Bank of America. Saya menelepon layanan pelanggan mereka dan bertanya apakah surat itu asli dan apakah akun saya ditutup dan mereka menjawab tidak, tidak, dan semuanya baik-baik saja. Jadi saya membatalkan masalah tersebut dan tidak memikirkannya sampai pada XXXX/XXXX/2016 saya mendapat saldo rendah di bawah {$25.00} email dari Bank of America. Saya mencoba masuk ke akun saya secara online dan saya ditolak aksesnya dengan mengatakan Mereka tidak memiliki akun terbuka yang terdaftar dengan Nama Pengguna dan Kata Sandi ini ''. Jadi saya menelepon layanan pelanggan dan seorang wanita menjawab dan berkata izinkan saya membuka akun Anda. Lalu 5 detik kemudian berkata biarkan aku mentransfermu. Dia memindahkan saya ke layanan pesan suara di mana saya dapat meninggalkan pesan dan seseorang akan membalas panggilan saya. Pada titik ini saya menutup telepon dan menunggu hari berikutnya ketika saya pergi ke cabang untuk berbicara dengan seseorang. Ibu saya yang juga memiliki akun tersebut pergi ke cabang di XXXX XXXX XXXX XXXX, XXXX XXXX XXXX XXXX, XXXX, MD XXXX '' dan meminta untuk berbicara dengan seseorang dan manajer cabang mengantarkan saya ke seseorang yang membuka akun saya dan berkata, aku tidak bisa bicara denganmu '' dan memberinya nomor XXXX untuk dihubungi. Saya menelepon nomor di mana lagi saya dikirim ke sistem pesan suara lagi. Kali ini saya meninggalkan pesan dan memberikan nama, nomor telepon, dan nomor rekening saya. Saya tidak menerima panggilan telepon sampai saya sedang bekerja pada XXXX/XXXX/2016 dan mereka meninggalkan pesan suara untuk saya dan mengatakan untuk menelepon kembali ke nomor yang sama yang mengirim Anda ke pesan suara. Saya meninggalkan pesan lagi dan akhirnya seseorang menelepon saya kembali nanti pada XXXX/XXXX/2016. Dia mengatakan bahwa akun saya sedang ditutup. Saya menjelaskan bagaimana layanan pelanggan mengatakan akun saya tidak ditutup setelah menerima surat itu dan dia berkata, Kami mengirimi Anda surat ''. Kemudian dia mengatakan bahwa uang di rekening tersebut akan dikirimkan dalam beberapa hari ke depan dan saya harus menunggu ceknya. Saya harus menunggu dan berharap mereka mengirimi saya uang dari rekening saya saat ini karena tidak ada seorang pun yang mau berbicara dengan saya di Bank of America.;1;0;0
537;Pada hari Senin, XXXX XXXX, 2016 pukul XXXX saya mengajukan transfer dana dari bank XXXX XXXX XXXX ke Union Bank sebesar {$5000.00}. Pada XXXX PST saya menerima email konfirmasi bahwa transaksi ini telah diproses. Pagi ini di XXXX saya mengakses rekening saya di Union Bank untuk membayar sejumlah tagihan. Transfer sebesar {$5000.00} tidak ada. Paginya saya cek lagi, tetap tidak ada. Saya menelepon Union Bank dan diberi tahu oleh dua orang berbeda bahwa ada penundaan dalam pemrosesan setoran dan kami tidak tahu kapan hal itu akan diselesaikan. '' Saya tidak memiliki akses ke {$5000,00} saya, dan ingin akses segera karena saya memiliki hipotek dan tagihan yang harus dibayar. XXXX XXXX;1;0;0
538;PENGADUAN TERPERBARUI XXXX/XXXX/2015 Saya telah mengikuti rekening giro saya selama beberapa hari dan dituntun untuk percaya bahwa ada lebih banyak uang di rekening giro saya daripada yang sebenarnya ada di sana. Pada hari Jumat, XXXX/XXXX/2015 akun saya menunjukkan bahwa XXXX cek terutang sejumlah {$50,00} masing-masing telah dibayar dan saya memiliki saldo sekitar {$24,00}. Saya memiliki cek terutang XXXX ( XXXX ) sejumlah {$25.00} dan ketika saya menyetorkan {$13.00} secara elektronik kemarin XXXX/XXXX/15 akun saya ditarik berlebihan oleh cek terakhir sebesar {$50.00} yang menurut bank saya telah dibayar. Saya ditagih sebesar {$12,00} dan {$50,00} ditarik dari rekening tabungan saya untuk menutupi kelebihan penarikan cek. Sekarang akun saya menunjukkan saldo {$12,00}. Saya telah menjadi nasabah setia selama bertahun-tahun dan saya tidak pernah mempunyai masalah dengan bank saya. Akhir-akhir ini, saya mengalami masalah dengan bisnis yang sebelumnya tidak pernah saya hadapi, seperti pemberi pinjaman pinjaman mahasiswa saya, XXXX. Saya harus mengajukan keluhan kepada mereka karena mereka terus-menerus mengaku kehilangan permohonan kesabaran saya. Saya telah dilecehkan oleh XXXX XXXX XXXX dan meminta mereka untuk meninggalkan saya sendiri. Meskipun saya berupaya membuat mereka meninggalkan saya sendirian, mereka terus melecehkan/mengancam saya. Ini sudah tidak terkendali lagi. Saya bahkan memposting postingan online yang meminta mereka untuk tidak mempedulikan saya. Minggu ini akun kredit XXXX dan XXXX saya diretas dan saya tidak dapat menutup kartu giro, kredit, atau debit saya.. Saya harus menelepon XXXX agar mereka dapat menutup akun saya. Bagaimana keluhan dapat ditangani dengan memuaskan Saya meminta bank AS menghentikan pembayaran cek XXXX cek yang hilang atas biaya mereka.;1;0;0
539;Saya memiliki rekening bank di Ally, istri saya mengurus semua rekening bank kami, kami menyetorkan Ally dan membekukan rekening saya dengan menyatakan bahwa saya menyetor terlalu banyak cek darinya. Yang mana saya tidak mengerti mengapa itu menjadi masalah. Dia adalah istri saya yang kami coba selamatkan ketika gaji kami masuk. Dia menulis semua cek tersebut ke penagih kami dan XXXX ke rekening tabungan kami. Ketika saya menyetorkan cek itu lagi, Ally membekukan rekening saya dan alasannya adalah karena saya menerima terlalu banyak cek darinya. Kemudian akun saya dikirim ke departemen penipuan dan mereka menyebut nama wanita XXXX yang mereka tempatkan di akun saya sangat kasar dan tidak sopan terhadap diri saya sendiri dan istri saya, sudah hampir sebulan menangani kasus ini dan setiap kali kami menelepon untuk menindaklanjuti dia selalu bersikap seolah-olah dia punya sikap dan tidak mau repot dengan kita. Mereka masih mengunci akun saya dan mengklaim tidak dapat menemukan deposit saya.;1;0;0
540;Saya meminta bank saya, JP Morgan Chase Co untuk menutup rekening deposito saya, dan membuka rekening baru karena Pencurian Identitas yang saya hadapi, dan biaya mencurigakan yang diposting ke rekening tersebut. Ketika bank tidak pernah melakukan hal ini, saya mempermasalahkan tagihan tertentu yang dibebankan pada Kartu Debit XXXX yang terkait dengan rekening tersebut, yang merupakan praktik umum dan dianjurkan. Perusahaan kemudian melakukan pembalasan terhadap saya, dan menutup akun saya, dengan mengatakan bahwa saya bersalah, meskipun saya telah berupaya sebelumnya untuk memperbaiki situasi. Saya mempunyai rekening kredit di perusahaan yang selalu dalam kondisi sempurna, dan merupakan nasabah Bank Swasta yang berharga, hingga kejadian ini, yang saya yakini tidak ditangani dengan tepat meskipun saya telah berupaya. Sekarang saya terdaftar di bankir saya untuk tidak membuka rekening deposito.;1;0;0
541;Beberapa bulan yang lalu saya menerima surat dari USAA yang menyatakan bahwa saya berhutang sejumlah uang dan rekening saya telah lewat jatuh tempo. Saya menelepon mereka untuk menunjukkan bahwa telah terjadi pencurian identitas karena saya tidak pernah membuka kartu atau memiliki kartu tersebut. Selama beberapa bulan terakhir saya telah menelepon mereka beberapa kali untuk mengatasi masalah ini. Setiap saat, sepertinya mereka melakukan sesuatu untuk mengatasinya, namun ternyata tidak, dan saya mendapati bahwa mereka hanya menyuruh agen penagihan untuk melecehkan saya mengenai uang tersebut. Tidak disebutkan apa yang telah mereka lakukan untuk menyelidiki pencurian identitas tersebut dan apa kesimpulan mereka. Saat saya menelepon departemen pencurian identitas di USAA, mereka mendengarkan saya selama beberapa menit dan menutup telepon atau menghubungkan saya kembali ke koleksi. Ini sangat tidak profesional dan saya belum pernah melihat hal ini terjadi pada lembaga kredit atau bank mana pun yang pernah saya tangani. Paling tidak, saya mengharapkan mereka untuk mencatat rinciannya, menyelidikinya dan memberitahu saya mengapa mereka berpikir bahwa sayalah yang membuka akun tersebut atau setidaknya memberi tahu saya hasil penyelidikan mereka. Saya pikir ada anggapan di pihak mereka untuk menyimpulkan tanpa penyelidikan yang memadai bahwa sayalah yang membuka kartu tersebut. USAA Saya diberitahu biasanya terbuka hanya untuk orang-orang baik di militer atau kerabat militer. Saya TIDAK memiliki hubungan dengan militer dan sepertinya mereka tidak repot-repot memeriksa fakta ini sebelum mengeluarkan kartu tersebut kepada siapa pun yang meniru identitas saya. Saya pikir beban pembuktian harus ada pada mereka untuk menunjukkan kepada saya dokumen untuk menyimpulkan bahwa saya membuka rekening. Saya bahkan mengatakan kepada mereka bahwa saya telah membuat laporan polisi dan bersedia memberikan nomor laporannya. Mereka tidak mempermasalahkannya karena mereka telah mengambil kesimpulan sebelumnya tanpa penyelidikan apa pun. Saya diberitahu bahwa domain alamat email yang digunakan untuk membuka akun adalah XXXX ''. Jika mereka menggunakan sedikit akal sehat, itu akan menjadi indikasi pertama bahwa itu adalah akun penipuan atau setidaknya memberi saya kesempatan untuk mendengarkan saya dan menanggapi keluhan saya dengan serius. Hal ini sangat membuat frustrasi karena mereka terlihat sangat tidak profesional dalam menangani masalah ini. Saya berpindah-pindah dari satu departemen ke departemen lain dan tidak ada transparansi mengenai apa yang terjadi. Ketika saya pertama kali melaporkannya, mereka sepertinya mencatat semua detailnya tetapi beberapa minggu kemudian, mereka tidak menunjukkan catatan apa pun dan meminta saya mengulangi ceritanya lagi. Saya melakukannya dan seseorang berpura-pura mengajukan laporan dan memberi saya nomor kasus XXXX dengan janji hasil dalam 5-7 hari kerja. Ketika saya menelepon mereka setelah seminggu dengan nomor kasus, mereka hanya mencoba memindahkan saya kembali ke koleksi. Saya merasa saya tidak punya jalan lain sebagai konsumen karena saya tidak tahu apa yang mereka selidiki dan apa yang mereka simpulkan. Sepertinya saya menuruti kemauan mereka dan mereka meminta saya untuk meminta tebusan atas kelalaian mereka dalam tidak memverifikasi beberapa kredensial dasar seperti tanda tangan dan bukti militer. Saya pikir mereka harus bertanggung jawab atas kelalaian mereka.;1;0;0
542;Anak saya pernah mengalami pencurian ID/identitas yang dicuri dengan rekening bank/Kartu Debit di Wells Fargo. Kami yakin anak saya adalah korban jaringan penjahat yang terorganisir, canggih, dan terorganisir yang bertanggung jawab mencuri uang dari rekening banknya menggunakan kartu Debit duplikat atau kloning dengan anak saya # untuk melakukan transaksi. Para penjahat diyakini melakukan tuduhan ini di lokasi di mana individu dapat membantu mereka melakukan pencurian. Kami telah mencoba menyelesaikannya dengan Wells Fargo sejak sebelum XXXX. Belum ada penyelesaian karena Wells terus menyangkal klaim bahwa penipuan telah dilakukan meskipun ada bukti yang bertentangan.;1;0;0
543;XXXX XXXX Chase telah membuat laporan kredit saya selama 10 tahun terakhir bahwa saya berhutang kepada mereka sebesar {$9400.00} untuk kartu kredit. Saya tidak pernah memiliki kartu kredit di J.P. Morgan Chase, XXXX, atau bank lain mana pun yang dibeli Chase. Saya juga berusia XXXX pada tahun 2005 dan identitas saya dicuri ketika saya tinggal di XXXX, Texas. Saya tidak pernah menerima surat atau panggilan telepon apa pun dari Chase sehubungan dengan hutang mereka pada kartu kredit yang tidak pernah saya keluarkan! Saya telah mencoba dengan sia-sia untuk menghubungi Chase agar ini dihapus dari laporan kredit saya tetapi mereka tidak pernah menanggapi.;1;0;0
